,Dealer,Company,VIP,FEIN,Unnamed: 4,DNI,Peripherals,Service,Owner,Unit ID,Unit,Unit Type,Carrier,Unnamed: 13,Monthly Fee,Billing Group,Billing Period,Last Service Paid Until,Service Paid Until,Serial Number,IMEI,Bill To,Status,Event,Assigned To Company On,Last Event Date,Last Contact On,Last Event Address
259,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GRJ,M-10 ,CalAmp 2631 - LTE - Ext Ant,MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4674004476,356961071928124,,Active,Parked,2/24/2023 5:17:29 PM,7/19/2023 7:52:53 AM,7/19/2023 7:53:12 AM,"Alfonso Martínez Domínguez, 67485 N.L., Mexico"
260,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GRN,4896-P(U-26),CalAmp 2631 - LTE - Ext Ant,MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4674004480,356961071928108,,Active,Travel Start,7/24/2023 2:11:52 PM,7/24/2023 8:06:27 PM,7/24/2023 8:06:39 PM,"Poniente 4-60, Matamoros, Tamaulipas, Mexico"
261,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GRO,7068-P,CalAmp 2631 - LTE - Ext Ant,MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4674004449,356961072160495,,Active,Parked,1/30/2025 8:19:31 AM,3/17/2023 6:45:54 AM,3/17/2023 6:46:13 AM,"Valle de la Esperanza, Nuevo León"
262,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GRS,M1005,CalAmp 2631 - LTE - Ext Ant,KORE,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4674004240,356961071906542,,Active,Travel Stop,1/30/2025 8:26:29 AM,1/23/2021 5:49:39 AM,1/23/2021 5:49:42 AM,Unnamed Road 
263,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GRT,TIIDA Rolando,CalAmp 2631 - LTE - Ext Ant,MOVISTAR MX,,"29,99",,Monthly,3/31/2025 12:00:00 AM,4/29/2025 12:00:00 AM,4674004446,356961072160826,,Active,Parked,5/20/2025 2:06:47 PM,7/16/2025 9:14:03 AM,7/16/2025 11:15:00 AM,"Rio Amazonas, Garza García, Nuevo León"
264,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GRZ,305,CalAmp 2631 - LTE - Ext Ant,MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4674004436,356961072165825,,Active,Parked,9/10/2021 12:28:36 PM,6/7/2021 6:31:51 AM,6/7/2021 6:32:20 AM,"16 de Septiembre, Lerma, México"
265,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GS0,107,CalAmp 2631 - LTE - Ext Ant,MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4674004228,356961072171161,,Active,Parked,5/26/2021 5:48:32 PM,6/7/2021 8:42:12 AM,6/7/2021 8:42:25 AM,"16 de Septiembre, México"
266,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GS3,2670-P,CalAmp 2631 - LTE - Ext Ant,MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4674004439,356961072171807,,Active,Parked,1/30/2025 8:21:12 AM,7/12/2023 3:15:09 AM,7/12/2023 3:15:37 AM,"R Kipling-56, Col Complejo Industrial Chihuahua Chihuahua, Chihuahua, Mexico"
267,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0GS8,40,CalAmp 2631 - LTE - Ext Ant,MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4674004249,356961072172110,,Active,Idle Alert,7/26/2021 1:57:46 PM,7/26/2021 2:27:33 PM,7/26/2021 2:43:27 PM,"Santa Claudia, Guadalupe, Nuevo León"
282,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H5T,20,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336268,35936909034092,,Active,Parked,9/7/2024 2:59:59 PM,9/1/2024 6:01:21 PM,9/1/2024 6:01:52 PM,"Lignito 113, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
283,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H5V,35,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336275,359369090485620,,Active,Parked,9/7/2024 2:55:23 PM,9/1/2024 6:01:21 PM,9/1/2024 6:01:50 PM,"Lignito 112, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
284,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H5W,29 - U23436,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336278,359369090330016,,Active,Parked,9/7/2024 2:58:32 PM,9/1/2024 6:01:19 PM,9/1/2024 6:01:50 PM,"Lignito 113, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
285,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H5Y,REA06,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4764336250,359369090494713,,Active,Parked,1/30/2025 8:24:35 AM,9/11/2019 2:20:46 AM,9/11/2019 2:26:28 AM,"Carretera a San Juan de la Vaqueria, Coahuila"
286,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H5Z,33 - 73289,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336237,359369090502424,,Active,Parked,9/7/2024 2:56:13 PM,9/1/2024 2:01:20 PM,9/1/2024 2:01:50 PM,"Lignito 113, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
287,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H60,Vento 2015,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4764336184,359369090503588,,Active,Travel Stop,12/3/2024 11:21:15 AM,5/13/2025 10:39:19 AM,5/13/2025 10:39:48 AM,"MEX-54D, Jalisco"
288,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H61,14  ,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336183,359369090469442,,Active,Parked,9/7/2024 3:01:28 PM,9/1/2024 6:01:19 PM,9/1/2024 6:01:50 PM,"Lignito 113, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
289,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H62,M0624,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4764336180,359369090263316,,Active,Parked,1/30/2025 8:29:17 AM,12/8/2022 12:06:14 PM,12/8/2022 12:06:20 PM,"Río San Javier 16, Atizapan Centro, 52940 Cd López Mateos, Méx., Mexico"
290,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H63,24---73020,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336257,359369090469574,,Active,Parked,9/7/2024 2:59:12 PM,9/1/2024 2:01:27 PM,9/1/2024 2:01:50 PM,"Lignito 113, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
291,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H65,ACURA RDX,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,3/31/2025 12:00:00 AM,4/29/2025 12:00:00 AM,4764336190,359369090468410,,Active,Parked,6/23/2025 6:15:19 AM,7/16/2025 10:10:46 AM,7/16/2025 10:11:18 AM,"Av. División del Nte. no. 3395, El Rosario, Coyoacán, 04380 Ciudad de México, CDMX, Mexico"
292,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H67,30  - C73994,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336205,359369090340049,,Active,Parked,9/7/2024 2:57:45 PM,9/1/2024 6:01:20 PM,9/1/2024 6:01:50 PM,"Lignito 112, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
293,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H69,Son Ford rojo Abimae,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336239,359369090267464,,Active,Parked,12/23/2023 12:06:56 PM,2/9/2024 1:12:00 PM,2/9/2024 1:12:22 PM,"Av. Reforma 1341, Libertad, 85370 Empalme, Son., Mexico"
294,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H6C,17 - 732136,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336243,359369090318722,,Active,Parked,9/7/2024 3:00:40 PM,9/1/2024 9:30:08 AM,9/1/2024 9:30:18 AM,"Gaseros, Coahuila"
295,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H6D,32 - 73303,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336252,359369090266566,,Active,Parked,9/7/2024 2:57:01 PM,9/1/2024 2:01:20 PM,9/1/2024 2:01:50 PM,"Lignito 113, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
296,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H6G,EX04-JCB90Z1,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4764336244,359369090491248,,Active,Parked,1/16/2025 12:39:28 PM,5/13/2025 7:12:50 AM,5/13/2025 7:13:11 AM,"SR-85, Nuevo León"
297,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H6L,M-45,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336209,359369090387123,,Active,Parked,2/25/2023 2:26:30 PM,7/19/2023 11:03:03 AM,7/19/2023 11:03:33 AM,"Carretera Monterrey-Cadereyta Jimenez, Cadereyta Jiménez, Nuevo León"
298,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H6N,ANDREIKA,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336198,359369090334646,,Active,Parked,3/15/2024 11:22:40 AM,7/19/2023 11:36:07 AM,7/19/2023 11:36:33 AM,"And-32, Cabo San Lucas, Baja California Sur, Mexico"
299,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H6P,ES-68W,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336210,359369090302403,,Active,Drive,2/7/2024 11:09:13 AM,12/30/2023 1:00:43 PM,12/30/2023 1:25:57 PM,"MEX-85, Nuevo León"
300,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H6S,36 ,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336010,359369090303989,,Active,Parked,9/7/2024 2:54:35 PM,9/1/2024 6:01:25 PM,9/1/2024 8:02:07 PM,"Lignito 112, Prol Ramos Arizpe, 26825 Nueva Rosita, Coah., Mexico"
301,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H74,M0640,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4764335991,359369090259322,,Active,Parked,1/30/2025 8:26:52 AM,11/6/2019 1:39:33 PM,11/6/2019 1:47:00 PM,"Av 588, Saltillo, Coahuila, Mexico"
302,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0H76,M0621,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4764335999,359369090505070,,Active,Parked,1/30/2025 8:29:43 AM,6/3/2020 8:31:49 PM,6/3/2020 8:32:13 PM,"Av 588, Saltillo, Coahuila, Mexico"
303,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HHU,M-46,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336253,359369090262409,,Active,Idle Alert,2/25/2023 2:27:48 PM,7/19/2023 11:14:32 AM,7/19/2023 11:14:58 AM,"Avenida Mexico, Monterrey, Nuevo León"
304,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HHV,HONDA CIVIC,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,3/31/2025 12:00:00 AM,4/29/2025 12:00:00 AM,4764336073,359369090268836,,Active,Parked,6/23/2025 6:15:11 AM,7/16/2025 9:05:25 AM,7/16/2025 9:05:52 AM,"Nayaritas, Mexico City, Federal District"
305,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HHY,51AL3E,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336188,359369090453198,,Active,Ignition OFF,3/1/2021 11:04:33 AM,3/7/2021 4:49:32 PM,6/18/2021 9:27:39 PM,"Venustiano Carranza, Mazatlán, Sinaloa"
306,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HHZ,57AG9M,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336264,359369090494440,,Active,Parked,3/1/2021 11:04:33 AM,3/1/2021 5:59:45 PM,3/1/2021 5:59:57 PM,"Av 200d, Manzanillo, Colima, Mexico"
307,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HI1,CS-41,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",,,"29,99",,Monthly,11/18/2016 12:00:00 AM,11/18/2016 12:00:00 AM,4764336196,359369090345816,,Active,Parked,7/14/2023 3:39:39 PM,9/6/2021 8:14:36 PM,9/6/2021 8:14:56 PM,Bulevar Solidaridad 
308,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HIA,S12BNML/ MONTERREY,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336267,359369090489655,,Active,Drive,5/31/2024 5:50:55 PM,6/1/2024 12:21:22 PM,6/1/2024 12:21:35 PM,"Carr. Saltillo-Monterrey SN-I, Zona Industrial, 25901 Ramos Arizpe, Coah., Mexico"
309,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HII,TR 03 / 07AL5S,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336179,359369090503620,,Active,Parked,4/20/2024 12:55:14 PM,3/19/2024 5:46:16 PM,3/19/2024 5:46:30 PM,100 100 123-101 Eagle Pass Eagle Pass Eagle Pass 
310,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HIQ,ISUZU 2023 NUEVO,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4764336187,359369090496429,,Active,Parked,1/7/2025 1:49:54 PM,5/13/2025 7:38:26 AM,5/13/2025 7:38:46 AM,"HM9C+92 San Isidro Miranda, Qro., Mexico"
311,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HIR,23,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764336193,359369090495843,,Active,Travel Stop,4/4/2024 11:53:58 AM,4/29/2024 5:46:00 PM,4/29/2024 5:46:15 PM,"Av Benito Juarez-44, Carmen, Nuevo Leon, Mexico"
312,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HTW,2068,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764339249,359369090939212,,Active,Parked,3/26/2022 5:30:02 AM,7/27/2022 6:26:17 PM,7/27/2022 6:26:26 PM,"Carr Nacional 4439, Centro de Allende, 67350 Cd de Allende, N.L., Mexico"
313,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HU6,0HU6,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 12:00:00 AM,11/18/2016 12:00:00 AM,4764339581,350877091466504,,Active,Input 2 ON,5/31/2024 6:09:41 PM,11/26/2024 10:12:11 AM,11/26/2024 8:56:49 PM,"Calle Frida Kahlo, Monterrey, Nuevo León"
314,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HVX,01,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,2/20/2025 12:00:00 AM,3/21/2025 12:00:00 AM,4764339564,358077091553749,,Active,Parked,3/11/2025 10:55:05 AM,2/25/2024 2:40:15 PM,2/25/2024 2:40:33 PM,"C. Plan de Ayala 28, Felipe Angeles, 45681 El Quince, Jal., Mexico"
315,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HVY,Mty Verde 2001,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764339559,359369090935715,,Active,Parked,11/4/2021 10:15:43 AM,7/26/2022 6:52:20 AM,7/26/2022 6:52:39 AM,"Calle Las Flores, Monterrey, Nuevo León"
316,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HWE,C92BHT-MANTENIMIENTO,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764339511,359369090939246,,Active,Parked,5/31/2024 6:48:42 PM,3/27/2024 11:48:15 PM,3/27/2024 11:48:46 PM,"Avenida Central, Netzahualcóyotl, México"
317,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0HWG,#27,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,3/31/2025 12:00:00 AM,4/29/2025 12:00:00 AM,4764339515,359369090921335,,Active,Parked,5/19/2025 6:56:36 AM,5/17/2025 6:34:06 PM,5/17/2025 6:34:22 PM,"Ignacio Allende, Querétaro"
318,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I2T,SJK-845-A,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764339137,358077091557047,,Active,Parked,7/3/2024 1:33:11 PM,7/5/2024 4:37:36 PM,7/5/2024 4:38:07 PM,"Jose J Gamboa, Monterrey, Nuevo León"
319,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7A,CA04-14M3,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764335881,359369090251832,,Active,Parked,2/25/2021 11:18:10 AM,1/1/2021 5:11:35 AM,1/1/2021 5:11:48 AM,426 Genaro García García 
320,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7J,TS-0217,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764335883,359369090472560,,Active,Parked,11/28/2023 5:54:19 AM,2/20/2024 5:43:19 PM,2/20/2024 5:43:38 PM,"Carretera Monterrey-Cadereyta Jimenez, Cadereyta Jiménez, Nuevo León"
321,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7K,EXO#18-ACCIDENTE,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764335873,359369090502374,,Active,Parked,7/12/2023 12:37:02 PM,1/15/2023 5:30:16 AM,1/15/2023 5:30:29 AM,"MEX-85D, Nuevo León"
322,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7L,678-AP-3,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764335771,359369090480522,,Active,Ignition OFF,2/26/2024 10:27:44 AM,2/10/2024 10:40:11 PM,2/10/2024 10:40:38 PM,"C4C9+5R El Oasis, Coah., Mexico"
323,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7N,VOLVO (RN3044A),"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,10/22/2024 12:00:00 AM,11/20/2024 12:00:00 AM,4764335874,359369090380094,,Active,Idle Alert,12/3/2024 11:00:18 AM,11/2/2024 2:00:35 PM,11/2/2024 2:00:49 PM,"2MXM+47, 65530 Los Morales, N.L., Mexico"
324,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7O,EXO#20- BAJA SE RETI,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764335871,359369090251873,,Active,Travel Start,12/13/2023 4:42:03 PM,9/17/2022 12:55:12 PM,9/17/2022 12:55:37 PM,"Avenida Lope de Vega, San Nicolás de los Garza, Nuevo León"
325,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7S,0I7S,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764339851,358077091556247,,Active,Parked,5/25/2021 10:22:44 AM,10/23/2020 5:28:06 AM,10/23/2020 5:28:16 AM,"Av 78-35, Cadereyta Jimenez, Nuevo Leon, Mexico"
326,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7U,EXO#03-CONSTANTINO R,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764339855,358077091592523,,Active,Travel Start,7/7/2023 1:03:28 PM,7/6/2023 11:46:51 AM,7/6/2023 11:47:23 AM,"8WX2+PF Santiago, Nuevo Leon, Mexico"
327,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7W,ES-68W,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764339850,359369090940053,,Active,Parked,3/6/2024 10:35:37 AM,2/7/2024 6:56:29 PM,2/7/2024 6:56:49 PM,"Jaime Nuno, Monterrey, Nuevo León"
328,UTS Sistemas Kalo MX,**CANCELADO VENTAS, ,UTS,,,"Panic Button, ",Professional,Client,0I7X,(gm)105,"CalAmp 2630 - HSPA -LMU26H3001-G1000
",MOVISTAR MX,,"29,99",,Monthly,11/18/2016 10:52:50 AM,11/18/2016 10:52:50 AM,4764353868,358077092524384,,Active,Travel Stop,5/10/2021 12:32:38 PM,3/19/2021 7:45:28 PM,3/19/2021 7:45:39 PM,"Lampazos de Naranjo-Casa Blanca, Nuevo León"
